population,area,gdp,administrative_level,airport,train_station,climate_type,travel resort,city
430.4万,15451.2,2307.5亿,地级市,六安金安机场,六安站、金寨站、舒城站,亚热带季风气候,白马尖、天堂寨、九公寨风景区、万佛山、万佛湖、横排头、皖西大裂谷、大别山、昭庆寺,六安市
486.1万,8522.58,2521.6亿,地级市,亳州机场,亳州站、亳州南站、古城东站、芦庙站,温带季风性气候,花戏楼、华祖庵、天静宫、东太清宫、尉迟寺、曹操运兵道,亳州市
132.4万,8399,1177.8亿,地级市,池州九华山机场,池州站、东至站、九华山站,亚热带季风气候,九华山、杏花村、升金湖、平天湖、怪潭、蓬莱仙洞、南溪古寨、秀山门博物馆、九子岩、东至九天仙寓风景名胜区、牯牛降风景区、醉山野,池州市
249万,12340,2053.5亿,地级市,芜湖宣州机场、宁国青龙湾机场,宣城站、泾县站、旌德站、绩溪北站、广德南站、宁国站,亚热带季风气候,敬亭山、江村古建筑群、龙川、鳄鱼湖、太极洞、皖南川藏线、谢朓楼、鳄鱼湖,宣城市
850.1万,11968.53,14236.76亿,地级市,福州长乐国际机场,福州站、福州南站,亚热带海洋性季风气候,三坊七巷、鼓山、崇妙保圣坚牢塔、报恩定光多宝塔、福州西湖公园、鼓岭、永泰青云山风景名胜区、石竹山风景区,福州市
535万,1700.61,8589.01亿,地级市,厦门高崎国际机场,厦门站、厦门北站,南亚热带海洋性季风气候,鼓浪屿、胡里山炮台、南普陀寺、曾厝垵、厦门园林植物园、厦门园林博览苑、同安影视城、天竺山森林公园,厦门市
317.9万,4127.7,3442.74亿,地级市,工程前期工作持续推进,莆田站、仙游站、涵江站、莆田东站,亚热带季风气候,湄洲岛、南少林寺、九鲤湖、南山广化寺、妈祖庙、九龙谷、木兰陂,莆田市
242.9万,22965,2922.94亿,地级市,三明沙县机场,三明站、三明北站、三元区站,中亚热带气候,泰宁国家级风景名胜区、仙人谷、闽江源、客家公祠,三明市
891.4万,11295.57,13094.87亿,地级市,泉州晋江国际机场,泉州站、泉州东站、泉州南站、泉港站,亚热带海洋性季风气候,开元寺、府文庙、天后宫、清源山、清水岩,泉州市
506.3万,12607,6063.71亿,地级市,58.9千米,漳州站、角美站、漳浦站、云霄站、诏安站,南亚热带海洋季风气候,南靖土楼、云洞岩景区,漳州市
263.0万,26300,2090.30亿,地级市,武夷山机场,南平市站、建瓯西站、建瓯东站、建瓯站、建阳站、武夷山站、延平站、延平东站、武夷山北站、延平西站,亚热带季风气候,武夷山、庵山、溪源庵、和平古镇、茫荡山、黄岗山,南平市
269.3万,19028,3418.68亿,地级市,龙岩冠豸山机场,龙岩站,亚热带季风气候,永定客家土楼、古田会议旧址、冠豸山、龙硿洞、九鹏溪、武平千鹭湖、武平梁野山、长汀古城,龙岩市
315.7,13452,3901.99亿,地级市,福建水门机场,宁德站、古田北,中亚热带海洋性季风气候,宁德世界地质公园、福鼎太姥山、霞浦滩涂,宁德市
667.04万,7194.98,7800.37亿,地级市,南昌昌北国际机场、南昌瑶湖机场,南昌站、南昌北站、南昌西站、南昌东站、南昌南站,亚热带季风气候,滕王阁、南昌八一起义纪念馆、绳金塔、南昌汉代海昏侯国遗址公园、南昌万寿宫历史文化街区,南昌市
161.80万,5256,1179.30亿,地级市,景德镇罗家机场、景德镇浮梁机场,景德镇站、景德镇北站,亚热带季风性气候,高岭瑶里风景名胜区、古窑民俗博览区、浮梁古县衙、乐平戏台、洪岩仙境、御窑厂考古遗址公园、中国陶瓷博物馆、陶溪川文创街区、怪石林,景德镇市
179.70万,3823.99,1211.4亿,地级市,仅120千米,萍乡站、萍乡北站,亚热带季风气候,武功山、杨岐山、江西安源国家森林公园、安源路矿工人运动纪念馆、萍乡市荷花博览园景区,萍乡市
449.9万,19084.61,4021.75亿,地级市,九江庐山机场,九江站、庐山站、九江西站、瑞昌西站、都昌站、湖口站,亚热带季风气候,庐山、东林寺、石钟山、庐山西海、云居山、吴城镇、浔阳江景区、陈门五杰故里景区、白鹿洞书院,九江市
119.40万,3178,1142.52亿,地级市,,新余站，新余北站,亚热带季风性气候,仙女湖、抱石公园、孔目江湿地公园、江西仰天岗国家森林公园、蒙山、双林夏布文化旅游景区,新余市
115.09万,3556.7,1384.34亿,地级市,鹰潭通勤机场,鹰潭站、鹰潭北站,亚热带季风性湿润气候,龙虎山世界自然遗产地、嗣汉天师府、上清古镇、古越崖墓群,鹰潭市
898.92万,39379.64,4940.47亿,地级市,赣州黄金机场、赣州瑞金机场,赣州站、赣州西站、赣州北站、赣县北站、瑞金站、兴国站、于都站、于都北站、信丰西站、龙南东站、定南南站,亚热带季风性湿润气候,通天岩风景区、郁孤台、赣州古城墙、赣州方特东方欲晓主题公园、江南宋城历史文化旅游区、瑞金共和国摇篮景区、三百山风景名胜区、关西新围、丫山、上堡梯田,赣州市
435.07万,25283,2917.3亿,地级市,井冈山机场,吉安站、吉安西站、泰和站、吉水西站,亚热带季风湿润性气候,井冈山、武功山、羊狮慕、白鹭洲书院、吉州窑、青原山、渼陂,吉安市
498.88万,18700,3711.05亿,地级市,宜春明月山机场,宜春站、宜春西站28-29,亚热带湿润气候,明月山温泉风景名胜区、三爪仑国家森林公园,宜春市
353.48万,18800,2173.08亿,地级市,抚州机场,抚州站、抚州东站、抚州北站,亚热带季风气候,文昌里、大觉山、流坑古村、黎川明清老街、中国莲花景区、抚州名人雕塑园、麻姑山、宜黄曹山景区、竹桥古村、金竹瀑布、临川金山寺,抚州市
635.1万,22737,3720.9亿,地级市,上饶三清山机场,上饶站、婺源站、玉山站、弋阳站、鄱阳站、五府山站,亚热带季风性湿润气候,三清山、篁岭、龟峰、灵山、望仙谷、鄱阳湖景区、鹅湖书院、葛仙山、婺女洲度假区,上饶市
951.5万,10244.45,13527.6亿,地级市,济南遥墙国际机场,济南站、济南西站、济南东站、大明湖站,暖温带大陆性季风气候,趵突泉、大明湖、千佛山、超然楼,济南市
1044.25万,11293,16719.46亿,地级市,青岛胶东国际机场,青岛站、青岛北站、青岛西站、红岛站、青岛机场站,温带季风气候,崂山、五四广场、八大关、栈桥、青岛奥帆中心、金沙滩、大珠山,青岛市
467.4万,5965,4884.08亿,地级市,约70千米,淄博站，淄博北站，临淄北站，桓台站,温带季风气候,八大局、聊斋城、海岱楼钟书阁、临淄齐国故城、淄博市陶瓷博物馆、周村古商城、原山森林公园、鲁山森林公园,淄博市
380.50万,4564,2386.41亿,地级市,枣庄翼云机场,枣庄站、滕州东站、枣庄东站、枣庄西站、滕州站,暖温带季风型大陆性气候,台儿庄古城、微山湖红荷湿地、墨子纪念馆、鲁班纪念馆、抱犊崮,枣庄市
220.83万,8243,4307.70亿,地级市,东营胜利机场,东营站、东营南站,温带大陆性季风气候,黄河口生态旅游区、东营市历史博物馆、清风湖公园、龙悦湖,东营市
703.52万,13930.1,10782.83亿,地级市,烟台蓬莱国际机场、栖霞杨础机场,烟台站、烟台南站、烟台西站、牟平站,暖温带季风气候,蓬莱阁、八仙过海景区、南山旅游风景区、牟氏庄园,烟台市
931.99万,16167.23,8203.2亿,地级市,潍坊南苑机场,潍坊站、潍坊北站,温带季风气候,超然台、十笏园、杨家埠民间艺术大观园、中国宝石城、仰天山、驼山、偶园、莫言旧居、云门山、青云山、坊茨小镇,潍坊市
824.05万,11000,5867亿,地级市,济宁大安机场,济宁站、济宁北站、济宁东站、曲阜东站、曲阜南站、泗水南站、嘉祥北站、兖州站、邹城站、梁山站,温带季风气候,三孔、微山湖、太白楼、京杭大运河、三孟,济宁市
529.15万,7762,3622.1亿,地级市,泰安仪阳通用机场,泰山站、泰安站、泰安东站,温带季风气候,泰山、摩崖石刻、水浒影视城、岱庙、太阳部落、方特欢乐世界、天颐湖、泰安市徂徕山汶河景区、泰安老街、泰山西湖景区、戴村坝、水浒影视城、白佛山、东平湖,泰安市
291.46万,5799.84,3728.62亿,地级市,威海国际机场,威海站、威海北站、文登东站、荣成站、乳山站,温带季风气候,刘公岛、成山头、国际海水浴场、赤山、银滩、华夏城、天鹅湖,威海市
296.83万,5374.90,2556.89亿,地级市,日照山字河机场,日照站、日照西站、日照南站、岚山西站、五莲站、莒县站,温带季风气候,万平口、东夷小镇、九仙山、五莲山、浮来山、天台山风景区、龙门崮风景区,日照市
1099.31万,17191.2,6555.8亿,地级市,临沂启阳国际机场,临沂站、临沂北站、临沂东站、兰陵站,温带季风气候,沂蒙山世界地质公园、王羲之故居、竹泉村、天马岛、汤头温泉,临沂市
557.49万,10356,4047.73亿,地级市,,德州站、德州东站、陵城站、平原站、齐河站、平原东站、临邑站、禹城站、晏城站、禹城东站,温带季风气候,中国太阳谷、黄河故道森林公园、泉城欧乐堡梦幻世界、海岛金山寺,德州市
580.34万,8628,3167.96亿,地级市,获批建设,聊城站、聊城北站、聊城西站、聊城东站,温带季风气候,东昌湖、光岳楼、山陕会馆、孔繁森同志纪念馆、景阳冈,聊城市
390.41万,9660,3404.74亿,地级市,滨州大高机场,滨州站、邹平站、博兴站、阳信站,温带季风气候,中国孙子兵法城、鹤伴山国家森林公园、魏氏庄园、魏集古村落,滨州市
863.55万,12238.62,4802.58亿,地级市,菏泽牡丹机场,菏泽站、菏泽东站,暖温带季风大陆性气候,曹州牡丹园、水浒好汉城、孙膑旅游城、曹州古城、牌坊古城、浮龙湖、东明黄河森林公园、中国牡丹园、金山、石头寨、三源寺、法源寺、百花园、古今园、文亭湖、冀鲁豫边区革命纪念馆、中华祖源景区,菏泽市
1308.6万,7567,14532.1亿,地级市,郑州新郑国际机场、郑州上街机场、登封少林机场,郑州站、郑州东站、郑州航空港站、郑州西站、郑州北站,温带大陆性季风气候,郑州商代王城遗址、郑州二七罢工纪念塔和纪念堂、河南博物院、嵩山、少林寺、只有河南·戏剧幻城、龙湖、黄帝故里、河南省少林武术馆,郑州市
469.80万,6239,2761.10亿,地级市,的一条高速便捷通道,开封站、开封北站、兰考站、兰考南站、运粮河站、宋城路站,温带季风气候,清明上河园、龙亭、铁塔、大相国寺、开封府、包公祠、中国翰园、万岁山,开封市
708.1万,15230,5818.6亿,地级市,洛阳北郊机场,洛阳站、洛阳龙门站、洛阳东站,温带季风气候,龙门石窟、白马寺、隋唐洛阳城、白云山、老君山、关林、龙潭大峡谷、中国国花园、王城公园、定鼎门,洛阳市
487.6万,7882,2831.97亿,地级市,平顶山鲁山机场,平顶山站、宝丰站、鲁山站、平顶山西站、郏县站、叶县站,温带大陆性季风气候,尧山-中原大佛景区、尧山地质公园,平顶山市
539.4万,7413,2672亿,地级市,安阳红旗渠机场、安阳殷都机场、安阳永和机场,安阳站、安阳东站、安阳西站,温带大陆性季风气候,殷墟、羑里城、中国文字博物馆、红旗渠、太行大峡谷、安阳高陵、马氏庄园、袁林、文峰塔、仓巷街、岳飞庙、道口古镇,安阳市
,,,,,,,,鹤壁市
,,,,,,,,新乡市
,,,,,,,,焦作市
,,,,,,,,濮阳市
,,,,,,,,许昌市
,,,,,,,,漯河市
,,,,,,,,三门峡市
,,,,,,,,南阳市
,,,,,,,,商丘市
,,,,,,,,信阳市
,,,,,,,,周口市
,,,,,,,,驻马店市
,,,,,,,,济源市
,,,,,,,,武汉市
,,,,,,,,黄石市
,,,,,,,,十堰市
,,,,,,,,宜昌市
,,,,,,,,襄阳市
,,,,,,,,鄂州市
,,,,,,,,荆门市
,,,,,,,,孝感市
,,,,,,,,荆州市
,,,,,,,,黄冈市
,,,,,,,,咸宁市
,,,,,,,,随州市
,,,,,,,,恩施土家族苗族自治州
,,,,,,,,长沙市
,,,,,,,,株洲市
,,,,,,,,湘潭市
,,,,,,,,衡阳市
,,,,,,,,邵阳市
,,,,,,,,岳阳市
,,,,,,,,常德市
,,,,,,,,张家界市
,,,,,,,,益阳市
,,,,,,,,郴州市
,,,,,,,,永州市
,,,,,,,,怀化市
,,,,,,,,娄底市
,,,,,,,,湘西土家族苗族自治州
,,,,,,,,广州市
,,,,,,,,韶关市
,,,,,,,,深圳市
,,,,,,,,珠海市
,,,,,,,,汕头市
,,,,,,,,佛山市
,,,,,,,,江门市
,,,,,,,,湛江市
,,,,,,,,茂名市
,,,,,,,,肇庆市
,,,,,,,,惠州市
,,,,,,,,梅州市
,,,,,,,,汕尾市
,,,,,,,,河源市
,,,,,,,,阳江市
,,,,,,,,清远市
,,,,,,,,东莞市
,,,,,,,,中山市
,,,,,,,,潮州市
,,,,,,,,揭阳市
,,,,,,,,云浮市
,,,,,,,,南宁市
,,,,,,,,柳州市
,,,,,,,,桂林市
,,,,,,,,梧州市
,,,,,,,,北海市
,,,,,,,,防城港市
,,,,,,,,钦州市
,,,,,,,,贵港市
,,,,,,,,玉林市
,,,,,,,,百色市
,,,,,,,,贺州市
,,,,,,,,河池市
,,,,,,,,来宾市
,,,,,,,,崇左市
,,,,,,,,海口市
,,,,,,,,三亚市
,,,,,,,,三沙市
,,,,,,,,儋州市
3190.47万,82402,32193.15亿,直辖市,重庆江北国际机场、万州五桥机场、黔江武陵山机场、重庆巫山机场、重庆仙女山机场、重庆梁平机场,重庆北站、重庆西站、重庆站、沙坪坝站、万州北站、荣昌北站、重庆东站,亚热带季风性湿润气候,洪崖洞、大足石刻、武隆喀斯特旅游区、长江三峡、解放碑、朝天门、歌乐山、磁器口古镇、长江索道、金佛山,重庆市
,,,,,,,,成都市
,,,,,,,,自贡市
,,,,,,,,攀枝花市
,,,,,,,,泸州市
,,,,,,,,德阳市
,,,,,,,,绵阳市
,,,,,,,,广元市
,,,,,,,,遂宁市
,,,,,,,,内江市
314.7万,12720.03,2532.5亿,地级市,乐山机场,乐山站、沙湾南站、夹江站、峨眉站、峨眉山站、犍为站、金口河南站、峨边南站、乐山港站,亚热带季风气候,乐山大佛、峨眉山、东风堰、夜游三江、嘉阳桫椤湖景区、黑竹沟、金口河大峡谷、苏稽古镇、郭沫若故居、罗城古镇,乐山市
,,,,,,,,南充市
,,,,,,,,眉山市
,,,,,,,,宜宾市
,,,,,,,,广安市
,,,,,,,,达州市
,,,,,,,,雅安市
,,,,,,,,巴中市
,,,,,,,,资阳市
,,,,,,,,阿坝藏族羌族自治州
,,,,,,,,甘孜藏族自治州
,,,,,,,,凉山彝族自治州
660.25万,8043,5777.41亿,地级市,贵阳龙洞堡国际机场,贵阳站、贵阳北站、贵阳东站，龙洞堡站、贵安站,亚热带湿润气候,黔灵山公园、甲秀楼、青岩古镇、红枫湖,贵阳市
,,,,,,,,六盘水市
,,,,,,,,遵义市
,,,,,,,,安顺市
,,,,,,,,毕节市
,,,,,,,,铜仁市
,,,,,,,,黔西南布依族苗族自治州
,,,,,,,,黔东南苗族侗族自治州
,,,,,,,,黔南布依族苗族自治州
,,,,,,,,昆明市
,,,,,,,,曲靖市
,,,,,,,,玉溪市
,,,,,,,,保山市
,,,,,,,,昭通市
,,,,,,,,丽江市
,,,,,,,,普洱市
,,,,,,,,临沧市
,,,,,,,,楚雄彝族自治州
,,,,,,,,红河哈尼族彝族自治州
,,,,,,,,文山壮族苗族自治州
,,,,,,,,西双版纳傣族自治州
,,,,,,,,大理白族自治州
,,,,,,,,德宏傣族景颇族自治州
,,,,,,,,怒江傈僳族自治州
,,,,,,,,迪庆藏族自治州
,,,,,,,,拉萨市
,,,,,,,,日喀则市
,,,,,,,,昌都市
,,,,,,,,林芝市
,,,,,,,,山南市
,,,,,,,,那曲市
,,,,,,,,阿里地区
,,,,,,,,西安市
,,,,,,,,铜川市
,,,,,,,,宝鸡市
,,,,,,,,咸阳市
,,,,,,,,渭南市
,,,,,,,,延安市
,,,,,,,,汉中市
,,,,,,,,榆林市
,,,,,,,,安康市
,,,,,,,,商洛市
,,,,,,,,兰州市
,,,,,,,,嘉峪关市
,,,,,,,,金昌市
,,,,,,,,白银市
,,,,,,,,天水市
,,,,,,,,武威市
109.99万,38600,680.88亿,地级市,张掖甘州机场、张掖丹霞通用机场,张掖站、张掖西站、临泽站,温带大陆性气候,七彩丹霞景区、张掖大佛寺、张掖国家湿地公园,张掖市
,,,,,,,,平凉市
,,,,,,,,酒泉市
,,,,,,,,庆阳市
,,,,,,,,定西市
,,,,,,,,陇南市
,,,,,,,,临夏回族自治州
,,,,,,,,甘南藏族自治州
,,,,,,,,西宁市
,,,,,,,,海东市
,,,,,,,,海北藏族自治州
,,,,,,,,黄南藏族自治州
45.11万,44500,234.65亿,自治州,共和青海湖机场,,高原大陆性气候,青海湖、龙羊峽水库、贵德古城,海南藏族自治州
,,,,,,,,果洛藏族自治州
,,,,,,,,玉树藏族自治州
,,,,,,,,海西蒙古族藏族自治州
,,,,,,,,银川市
,,,,,,,,石嘴山市
,,,,,,,,吴忠市
,,,,,,,,固原市
,,,,,,,,中卫市
412.84万,13800,4502.16亿,地级市,乌鲁木齐天山国际机场,乌鲁木齐站、乌鲁木齐南站、乌东站、乌西站、乌北站,中温带大陆干旱气候,天山大峡谷景区、丝绸之路国际度假区、新疆国际大巴扎、新疆天山野生动物园,乌鲁木齐市
,,,,,,,,克拉玛依市
,,,,,,,,吐鲁番市
,,,,,,,,哈密市
,,,,,,,,昌吉回族自治州
,,,,,,,,博尔塔拉蒙古自治州
149.98万,471500,1692.45亿,自治州,库尔勒机场、若羌楼兰机场、且末玉都机场、轮台塔中机场、和静巴音布鲁克机场,库尔勒站、若羌站、和硕站、焉耆站,温带大陆性气候,巴音布鲁克草原、博斯腾湖、楼兰古城、罗布泊,巴音郭楞蒙古自治州
,,,,,,,,阿克苏地区
,,,,,,,,克孜勒苏柯尔克孜自治州
,,,,,,,,喀什地区
2504718,248100,525.91亿,地区,和田昆冈机场、于田万方机场,和田站、于田站、墨玉站、皮山站、洛浦站、策勒站、民丰站,温带大陆性气候,昆仑湖公园、丝绸之路南道、和田市街心公园、金和游乐园,和田地区
,,,,,,,,伊犁哈萨克自治州
,,,,,,,,塔城地区
,,,,,,,,阿勒泰地区
